Funding_per_contributor,Funding_per_milestone,Status_numeric,average_milestone_duration,average_milestone_duration_days,milestone_days_duration,first_milestone_date,funding_duration_days,last_funding_date,first_funding_date,Is Duplicate Row?,Status,years_from_first_to_last_milestone,last_milestone_date,amount_milestones,Funding_total_size,Fundingrounds,Fundingtotal,LocalCode:42,Name,state,city,zip_code_no_null,latitude,longitude,OfficeAddress_no_null,FoundingDate,closedDate,acquiredDate,BusinessField,NumContributors,NumPartners,company_id_corrected
48000000,16000000,0,3,522,3,15.11.2010,0,16.08.2010,16.08.2010,Unique,Failed,2,19.04.2012,3,Medium-High (10M+),1,48000000,900,Smooth-Stone,TX,Austin,78759,"30,409765","-97,75101",Austin TX 78759,01.01.2008,13.06.2019,,cleantech,1,1,54488
6783333,6783333,1,3,195,3,25.07.2012,5572,24.01.2012,01.04.2008,Unique,Successful (Acquired),1,05.02.2013,3,Medium-High (10M+),4,20350000,591,Bluefin Labs,MA,Cambridge,2139,"42,3751","-71,105616",Cambridge MA 2139,01.06.2008,,07.02.2016,analytics,3,12,33416
20000,20000,0,1,0,1,16.11.2009,0,18.04.2009,18.04.2009,Unique,Failed,0,16.11.2009,1,Small Investment (<2M),1,20000,392,Social Collective,VA,Arlington,22201,"38,881717","-77,089398",Unknown,17.04.2009,18.12.2016,,web,1,3,23335
1428571,5000000,1,2,1866,2,01.03.2005,0,08.09.2005,08.09.2005,Unique,Successful (Acquired),5,09.04.2010,2,Medium-High (10M+),1,10000000,1062,MetaCarta,MA,Cambridge,2139,"42,36236","-71,099692",Unknown,01.01.2001,,06.08.2016,mobile,7,12,7666
3333333,10000000,0,1,0,1,01.01.2006,0,12.10.2009,12.10.2009,Unique,Failed,0,01.01.2006,1,Medium-High (10M+),1,10000000,701,C2 Microsystems,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2004,27.06.2016,,hardware,3,1,40147
620000,3100000,1,1,0,1,01.01.2008,0,01.02.2006,01.02.2006,Unique,Successful (Acquired),0,01.01.2008,1,Medium (2M+),1,3100000,68,AdECN,CA,Carpinteria,93013,"34,394343","-119,51231",Unknown,01.01.2003,,19.02.2015,advertising,5,6,12468
1500000,0,0,,,,,0,01.01.2004,01.01.2004,Unique,Failed,,,,Small Investment (<2M),1,1500000,69,Faves,WA,Seattle,98104,"47,603327","-122,334983",Unknown,01.12.2004,28.05.2015,,web,1,4,1253
8250000,33000000,0,1,0,1,01.01.2006,4071,01.10.2008,13.01.2005,Unique,Failed,0,01.01.2006,1,Medium-High (10M+),3,33000000,186,Applied Identity,CA,San Francisco,94104,"37,779281","-122,419236",San Francisco CA 94104,01.01.2002,15.02.2019,,advertising,4,2,16111
1675000,3350000,0,1,0,1,01.06.2010,1032,01.06.2010,01.01.2009,Unique,Failed,0,01.06.2010,1,Medium (2M+),2,3350000,824,Giiv,CA,Los Angeles,90032,"34,054935","-118,244476",Los Angeles CA 90032,01.01.2009,23.08.2017,,messaging,2,1,47115
2500000,5000000,1,2,1966,2,01.01.2008,720,07.09.2006,12.09.2005,Unique,Successful (Acquired),5,20.05.2013,2,Medium-High (10M+),2,10000000,950,Handmark,MO,Kansas City,64106,"39,103151","-94,581908",Unknown,01.07.2000,,05.03.2015,mobile,4,6,5932
100000,50000,0,2,276,2,01.05.2010,0,01.01.2011,01.01.2011,Unique,Failed,1,01.02.2011,2,Small Investment (<2M),1,100000,1096,ItsGoinOn,CA,Los Angeles,90017,"34,054935","-118,244476",Los Angeles CA 90017,01.05.2010,11.01.2017,,games_video,1,3,83176
6250000,25000000,1,1,0,1,01.01.2010,1378,17.09.2007,28.10.2005,Unique,Successful (Acquired),0,01.01.2010,1,Medium-High (10M+),2,25000000,248,CloudShield Technologies,CA,Sunnyvale,94089,"37,409618","-122,017792",Unknown,01.01.2000,,21.06.2015,software,4,11,17070
2750000,2750000,1,2,724,2,08.05.2008,136,08.05.2008,01.03.2008,Unique,Successful (Acquired),2,01.05.2010,2,Medium (2M+),2,5500000,523,Giant Realm,NY,New York,10036,"40,7566658","-73,9827553",Unknown,01.01.2007,,03.07.2015,web,2,13,2972
28000000,9333333,0,3,147,3,01.02.2010,240,30.10.2009,02.07.2009,Unique,Failed,0,29.06.2010,3,Medium-High (10M+),2,28000000,454,Bling Nation,CA,Palo Alto,94301,"37,446411","-122,16054",Unknown,01.01.2007,10.05.2015,,enterprise,1,13,26368
15013333,15013333,1,3,420,3,09.05.2011,1683,20.07.2011,05.01.2010,Unique,Successful (Acquired),1,02.07.2012,3,Medium-High (10M+),3,45039999,679,Gaikai,CA,Aliso Viejo,92656,"33,570171","-117,710676",Aliso Viejo CA 92656,01.11.2008,,22.11.2017,games_video,3,21,39101
18500000,12333333,1,3,630,3,10.02.2011,9590,01.08.2010,01.05.2005,Unique,Successful (Acquired),1,01.11.2012,3,Medium-High (10M+),5,37000000,104,The Huffington Post,NY,New York,10003,"40,729839","-73,991781",New York NY 10003,09.05.2005,,18.06.2018,news,2,31,1388
316666,475000,0,2,478,2,01.03.2010,1036,23.08.2012,24.03.2011,Unique,Failed,1,21.06.2011,2,Small Investment (<2M),2,950000,817,MyCabbage,IL,Chicago,60654,"41,875555","-87,624421",Chicago IL 60654,01.03.2010,11.02.2017,,mobile,3,1,46863
12075000,12075000,0,2,558,2,01.07.2010,6942,10.01.2012,09.09.2005,Unique,Failed,2,10.01.2012,2,Medium-High (10M+),3,24150000,806,Pyxis Mobile,MA,Waltham,2451,"42,37564","-71,2358",Waltham MA 2451,01.01.1998,22.08.2019,,software,2,3,46070
30000000,10000000,1,3,693,3,08.11.2010,352,25.03.2010,30.09.2009,Unique,Successful (Acquired),2,02.10.2012,3,Medium-High (10M+),2,30000000,453,SoftLayer,TX,Dallas,75244,"33,017317","-96,837682",Unknown,01.01.2005,,16.10.2019,network_hosting,1,10,26240
5520000,5520000,1,2,372,2,01.09.2011,2316,14.10.2010,02.09.2008,Unique,Successful (Acquired),1,06.09.2012,2,Medium-High (10M+),3,11040000,1085,Involver,CA,San Francisco,94105,"37,788653","-122,401333",Unknown,01.01.2007,,01.07.2018,software,2,11,8100
11500000,3833333,1,3,336,3,01.06.2009,1920,02.11.2009,01.02.2008,Unique,Successful (Acquired),1,03.05.2010,3,Medium-High (10M+),3,11500000,375,CubeTree,CA,Redwood City,94063,"37,487259","-122,232217",Unknown,01.01.2008,,11.04.2019,enterprise,1,3,22721
34250000,17125000,1,4,444,4,13.10.2010,10680,30.05.2012,03.10.2008,Unique,Successful (Acquired),2,01.01.2012,4,High (50M+),8,68500000,506,Redwood Systems,CA,Fremont,94538,"37,54827","-121,988572",Fremont CA 94538,01.01.2008,,14.03.2017,cleantech,2,14,28482
26000000,52000000,0,1,0,1,01.01.2004,2163,23.03.2007,01.04.2005,Unique,Failed,0,01.01.2004,1,High (50M+),3,52000000,721,Reef Point Systems,MA,Burlington,1803,"42,504817","-71,195611",Burlington MA 1803,01.01.1998,24.08.2019,,security,2,1,41747
6333333,9500000,1,2,276,2,14.06.2010,312,18.02.2010,15.09.2009,Unique,Successful (Acquired),1,17.03.2011,2,Medium-High (10M+),2,19000000,543,Clicker,CA,Los Angeles,90038,"34,083228","-118,341449",Unknown,01.01.2009,,12.09.2018,games_video,3,12,30834
1425000000,2850000000,1,2,1650,2,01.01.2009,7032,27.02.2013,06.05.2008,Unique,Successful (Acquired),4,08.07.2013,2,Very High (100M+),4,5700000000,86,Clearwire,WA,Kirkland,98033,"30,6324797","-86,9843446",Unknown,01.10.2003,,11.12.2018,mobile,4,19,13219
21470000,0,0,,,,,5308,11.01.2010,25.05.2006,Unique,Failed,,,,Medium-High (10M+),4,21470000,561,Oorja Protonics,CA,Fremont,94538,"37,54827","-121,988572",Fremont CA 94538,01.01.2004,24.09.2015,,cleantech,1,1,31764
6500000,6500000,1,1,0,1,01.07.2006,0,01.01.2006,01.01.2006,Unique,Successful (Acquired),0,01.07.2006,1,Medium (2M+),1,6500000,464,ColdSpark,CO,Broomfield,80021,"39,937989","-105,058729",Broomfield CO 80021,01.01.2001,,14.03.2018,software,1,3,26806
10000000,20000000,1,1,0,1,01.01.2005,1784,22.04.2010,12.11.2007,Unique,Successful (Acquired),0,01.01.2005,1,Medium-High (10M+),2,20000000,328,BreakingPoint Systems,TX,Austin,78746,"30,384453","-97,709809",Unknown,28.08.2005,,21.09.2019,security,2,1,1967
12000,12000,0,1,0,1,01.09.2010,0,01.11.2010,01.11.2010,Unique,Failed,0,01.09.2010,1,Small Investment (<2M),1,12000,963,World Blender,WA,Seattle,98109,"47,603832","-122,330062",Seattle WA 98109,01.01.2010,05.11.2017,,games_video,1,3,60352
19634000,32723333,0,3,2526,3,01.07.2005,18186,03.06.2010,23.04.2003,Unique,Failed,7,30.05.2012,3,High (50M+),7,98170000,882,Dilithium Networks,CA,Petaluma,94954,"38,279431","-122,668452",Unknown,01.01.2001,04.02.2019,,mobile,5,12,5264
9400000,18800000,1,1,0,1,21.08.2011,414,29.05.2011,03.11.2010,Unique,Successful (Acquired),0,21.08.2011,1,Medium-High (10M+),2,18800000,905,Exclusively.in,NY,New York,10001,"40,750519","-73,993494",New York NY 10001,01.01.2010,,03.05.2017,fashion,2,4,55043
15000000,15000000,0,2,952,2,01.08.2005,3480,20.05.2008,01.01.2006,Unique,Failed,3,10.03.2008,2,Medium-High (10M+),4,30000000,55,GridNetworks,WA,Seattle,98104,"47,602873","-122,336132",Unknown,01.01.2004,25.03.2015,,network_hosting,2,7,1212
2750000,5500000,1,1,0,1,01.01.2007,0,10.03.2009,10.03.2009,Unique,Successful (Acquired),0,01.01.2007,1,Medium (2M+),1,5500000,320,Enclarity,CA,Aliso Viejo,92656,"33,5842816","-117,7306817",Unknown,01.02.2005,,04.08.2019,consulting,2,18,19257
8666666,5200000,1,5,990,5,04.03.2011,3165,15.11.2010,26.12.2007,Unique,Successful (Acquired),2,19.11.2013,5,Medium-High (10M+),3,26000000,757,TokBox,CA,San Francisco,94107,"37,779507","-122,39071",Unknown,01.05.2007,,12.11.2016,messaging,3,27,437
2600000,0,0,,,,,0,12.07.2011,12.07.2011,Unique,Failed,,,,Medium (2M+),1,2600000,1090,skyrockit,CA,San Francisco,94108,"37,779281","-122,419236",San Francisco CA 94108,01.01.2001,15.01.2019,,mobile,1,0,81886
5382161,3588107,1,3,600,3,14.04.2009,8790,06.07.2012,13.09.2007,Unique,Successful (Acquired),1,06.12.2010,3,Medium-High (10M+),5,10764323,251,Open Kernel Labs,IL,Chicago,60606,"41,878984","-87,637",Unknown,01.01.2006,,27.07.2017,software,2,3,17219
11600000,58000000,1,1,0,1,01.06.2009,5400,22.05.2009,17.06.2004,Unique,Successful (Acquired),0,01.06.2009,1,High (50M+),3,58000000,423,Sadra Medical,CA,Campbell,95008,"37,2615879","-121,9578487",Unknown,01.01.2003,,20.02.2019,biotech,5,4,24986
2515000,838333,1,3,786,3,08.03.2011,2781,14.12.2009,01.06.2007,Unique,Successful (Acquired),2,02.05.2013,3,Medium (2M+),3,2515000,929,Zecter,CA,Burlingame,94010,"37,384756","-122,087712",Unknown,01.06.2007,,18.01.2017,network_hosting,1,9,5779
2800000,1400000,1,4,1140,4,16.01.2009,2286,01.06.2009,01.05.2007,Unique,Successful (Acquired),3,28.02.2012,4,Medium (2M+),3,5600000,247,TravelMuse,NY,New York,10004,"37,402802","-122,117418",Unknown,16.04.2007,,06.08.2018,web,2,9,1704
915000,1830000,1,1,0,1,01.06.2009,2562,01.02.2010,01.10.2007,Unique,Successful (Acquired),0,01.06.2009,1,Small Investment (<2M),3,1830000,101,iChange,CA,Pasadena,91105,"34,144926","-118,149767",Unknown,01.01.2008,,26.08.2018,health,2,6,13815
26250000,39375000,1,2,760,2,01.01.2009,5544,23.08.2010,01.08.2005,Unique,Successful (Acquired),2,31.01.2011,2,High (50M+),3,78750000,430,Taligen Therapeutics,MA,Cambridge,2142,"42,3634664","-71,0786638",Unknown,01.01.2004,,09.02.2017,biotech,3,4,25324
150000,0,0,,,,,0,15.06.2011,15.06.2011,Unique,Failed,,,,Small Investment (<2M),1,150000,118,VeteranCentral.com,DC,Washington,20005,"38,894955","-77,036646",Washington DC 20005,15.12.2011,18.07.2015,,social,1,1,144631
1450000,2900000,1,2,658,2,01.06.2010,280,22.03.2012,03.11.2011,Unique,Successful (Acquired),2,20.03.2012,2,Medium (2M+),2,5800000,1016,Tracelytics,RI,Providence,2903,"51,43247","-2,664213",Providence RI 2903,01.07.2010,,13.10.2016,enterprise,4,8,69279
3960000,0,1,,,,,2028,15.04.2011,24.11.2009,Unique,Successful (Acquired),,,,Medium-High (10M+),4,19800000,634,Calibra Medical,CA,Redwood City,94063,"37,484347","-122,225803",Redwood City CA 94063,01.01.2004,,29.06.2018,biotech,5,1,36484
100000,0,0,,,,,0,02.08.2010,02.08.2010,Unique,Failed,,,,Small Investment (<2M),1,100000,967,Lazarus Therapeutics,PA,West Chester,19380,"39,959721","-75,605964",West Chester PA 19380,01.01.2006,12.11.2018,,biotech,1,1,60516
30000,0,0,,,,,0,24.10.2008,24.10.2008,Unique,Failed,,,,Small Investment (<2M),1,30000,244,IonLogix Systems,TX,Waco,76710,"31,5682893","-97,1973664",Unknown,11.12.2007,02.01.2019,,software,1,1,16973
2192000,730666,0,3,198,3,27.07.2010,1474,24.02.2011,17.02.2009,Unique,Failed,1,09.02.2011,3,Medium (2M+),2,2192000,60,Vontoo,IN,Indianapolis,46250,"39,914281","-86,076478",Unknown,01.01.2005,03.04.2019,,public_relations,1,10,12179
5000000,2500000,1,2,612,2,01.04.2007,0,18.05.2007,18.05.2007,Unique,Successful (Acquired),1,03.12.2008,2,Medium (2M+),1,5000000,541,DailyStrength,CA,Los Angeles,90025,"34,043948","-118,468204",Unknown,01.04.2006,,28.12.2014,web,1,7,3080
5500000,7333333,1,3,3531,3,01.01.2001,0,03.10.2005,03.10.2005,Unique,Successful (Acquired),9,02.09.2010,3,Medium-High (10M+),1,22000000,909,WAY Systems,MA,Woburn,1801,"42,479262","-71,152277",Woburn MA 1801,01.01.2002,,27.02.2016,mobile,4,2,55354
12000000,36000000,1,1,0,1,01.01.2006,716,01.06.2006,08.06.2005,Unique,Successful (Acquired),0,01.01.2006,1,Medium-High (10M+),2,36000000,664,Hatteras Networks,NC,Durham,27713,"35,996653","-78,901805",Durham NC 27713,01.01.2000,,13.03.2018,software,3,26,38123
658333,987500,1,2,5978,2,01.01.1997,702,30.08.2012,14.09.2011,Unique,Successful (Acquired),16,15.05.2013,2,Small Investment (<2M),2,1975000,27,Meridian,OR,Portland,97209,"45,520247","-122,674195",Portland OR 97209,01.03.2011,,28.02.2016,enterprise,3,6,107746
11125000,22250000,1,1,0,1,01.05.2008,6120,24.04.2009,14.02.2005,Unique,Successful (Acquired),0,01.05.2008,1,Medium-High (10M+),4,22250000,984,Intelliworks,MD,Bethesda,20814,"39,116333","-77,181307",Unknown,01.12.2004,,14.10.2015,enterprise,2,6,6313
7300000,4866666,0,3,1215,3,01.01.2008,712,05.08.2008,15.08.2007,Unique,Failed,3,01.05.2011,3,Medium-High (10M+),2,14600000,562,Elastra,CA,San Francisco,94111,"37,791137","-122,391843",Unknown,01.01.2007,28.06.2017,,software,2,8,3178
14466161,9644107,1,3,660,3,10.11.2010,2684,11.09.2012,10.11.2010,Unique,Successful (Acquired),2,01.09.2012,3,Medium-High (10M+),4,28932322,147,Rhythm NewMedia,CA,Mountain View,Unknown,"39,78373","-100,445882",Mountain View CA 94040-2573,01.01.2005,,02.10.2016,advertising,2,28,15123
1000000,250000,0,4,976,4,01.10.2006,0,20.03.2008,20.03.2008,Unique,Failed,3,01.06.2009,4,Small Investment (<2M),1,1000000,566,kwiry,CA,San Francisco,94108,"37,7885714","-122,4035985",Unknown,01.01.2006,16.02.2015,,mobile,1,5,3185
1425000,1900000,1,3,687,3,12.09.2011,1096,03.03.2011,01.09.2009,Unique,Successful (Acquired),2,31.07.2013,3,Medium (2M+),2,5700000,507,Lexity,CA,Mountain View,94041,"37,388869","-122,072353",Mountain View CA 94041,01.08.2009,,08.05.2017,enterprise,4,5,28483
4087500,1362500,0,3,1365,3,21.04.2008,2916,29.05.2012,30.09.2009,Unique,Failed,4,17.01.2012,3,Medium (2M+),3,4087500,624,Etelos,CA,San Mateo,94403,"37,548415","-122,315636",Unknown,01.05.1999,04.03.2016,,enterprise,1,4,3562
11015719,2753929,0,4,836,4,03.03.2011,3639,27.01.2010,02.10.2006,Unique,Failed,2,14.06.2013,4,Medium-High (10M+),3,11015719,51,Songbird,CA,San Francisco,94105,"37,787126","-122,39783",Unknown,01.02.2006,13.11.2016,,mobile,1,27,1205
5000000,2500000,0,2,516,2,01.01.2010,0,21.10.2010,21.10.2010,Unique,Failed,1,31.05.2011,2,Medium (2M+),1,5000000,954,CafeBots,CA,Palo Alto,94306,"37,424298","-122,139809",Palo Alto CA 94306,01.01.2010,19.05.2017,,web,1,5,59709
21000000,0,1,,,,,1134,26.02.2001,14.02.2000,Unique,Successful (Acquired),,,,Medium-High (10M+),3,42000000,970,Navic Networks,MA,Waltham,2451,"42,375518","-71,272292",Unknown,03.01.2000,,28.09.2019,advertising,2,7,6117
6000000,12000000,1,1,0,1,01.01.2007,0,02.04.2007,02.04.2007,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),1,12000000,452,Sana Security,CA,San Mateo,Unknown,"37,54763","-122,307887",Unknown,01.01.2000,,21.06.2019,security,2,7,26128
125000,250000,1,2,966,2,01.02.2008,0,01.08.2007,01.08.2007,Unique,Successful (Acquired),2,23.09.2010,2,Small Investment (<2M),1,500000,272,Mogad,CA,San Francisco,94110,"37,763652","-122,421778",Unknown,01.06.2007,,24.02.2019,network_hosting,4,4,1760
4000000,8000000,0,1,0,1,01.09.2008,0,18.11.2005,18.11.2005,Unique,Failed,0,01.09.2008,1,Medium (2M+),1,8000000,771,Oasys Mobile,NC,Raleigh,27518,"35,780398","-78,639099",Raleigh NC 27518,01.01.1984,27.08.2018,,software,2,1,44064
5000000,0,1,,,,,0,16.08.2005,16.08.2005,Unique,Successful (Acquired),,,,Medium-High (10M+),1,25000000,207,NetDevices,CA,Sunnyvale,94085,"37,36883","-122,03635",Sunnyvale CA 94085,01.01.2003,,07.01.2019,software,5,4,16303
1700000,1700000,0,1,0,1,01.08.2008,0,06.11.2008,06.11.2008,Unique,Failed,0,01.08.2008,1,Small Investment (<2M),1,1700000,87,GetBack,CA,Los Angeles,90025,"34,0342337","-118,4536137",Unknown,01.09.2007,24.04.2017,,web,1,1,13277
2500000,15000000,1,1,0,1,01.01.2010,0,14.07.2010,14.07.2010,Unique,Successful (Acquired),0,01.01.2010,1,Medium-High (10M+),1,15000000,874,BARRX Medical,CA,Sunnyvale,94085,"37,36883","-122,03635",Sunnyvale CA 94085,01.01.2003,,30.01.2017,medical,6,6,51890
4100000,1366666,0,3,3138,3,01.01.2004,0,31.07.2008,31.07.2008,Unique,Failed,8,03.08.2012,3,Medium (2M+),1,4100000,1130,Local Marketers,WA,Seattle,98104,"47,5989681","-122,3329036",Unknown,01.01.2005,07.08.2018,,web,1,3,9085
4000000,4000000,1,1,0,1,31.12.2009,564,31.12.2009,24.03.2009,Unique,Successful (Acquired),0,31.12.2009,1,Medium (2M+),2,4000000,15,Whiskey Media,CA,San Francisco,94111,"40,730646","-73,986614",Unknown,01.10.2007,,21.11.2015,web,1,6,1042
20000,20000,0,1,0,1,01.02.2012,0,01.05.2012,01.05.2012,Unique,Failed,0,01.02.2012,1,Small Investment (<2M),1,20000,197,Contur,CA,Los Angeles,90024,"34,050451","-118,437775",Los Angeles CA 90024,01.09.2011,12.04.2016,,messaging,1,2,162219
3333333,30000000,1,1,0,1,01.01.2007,0,30.08.2007,30.08.2007,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),1,30000000,481,FlowCardia,CA,Sunnnyvale,94085,"37,396023","-122,03311",Unknown,01.01.2002,,10.01.2019,biotech,9,4,27555
10571182,10571182,1,1,0,1,15.04.2012,0,20.11.2013,20.11.2013,Unique,Successful (Acquired),0,15.04.2012,1,Medium-High (10M+),1,10571182,1030,Zep Solar,CA,San Rafael,94903,"38,021489","-122,519998",San Rafael CA 94903,01.01.2009,,16.01.2016,cleantech,1,8,71639
5000000,1250000,1,4,820,4,04.03.2008,2193,01.12.2009,01.12.2007,Unique,Successful (Acquired),2,03.06.2010,4,Medium (2M+),3,5000000,303,Invite Media,PA,Philadelphia,10011,"39,951311","-75,169522",Unknown,01.02.2007,,27.10.2017,advertising,1,17,1832
3969776,3969776,1,2,126,2,14.05.2010,5160,20.12.2012,22.02.2010,Unique,Successful (Acquired),0,17.09.2010,2,Medium (2M+),5,7939553,533,ShopWell,CA,Palo Alto,94301,"37,441537","-122,158332",Palo Alto CA 94301,01.01.2008,,10.01.2018,web,2,4,30343
24500000,6125000,0,4,552,4,01.12.2010,5196,20.08.2010,29.01.2007,Unique,Failed,2,06.06.2012,4,Medium-High (10M+),4,24500000,1084,RatePoint,MA,Needham,2494,"42,296111","-71,238524",Unknown,01.09.2006,26.10.2015,,software,1,13,810
15180000,0,1,,,,,6644,11.08.2010,23.01.2006,Unique,Successful (Acquired),,,,Medium-High (10M+),4,15180000,165,Provade,CA,San Mateo,94404,"37,560155","-122,285588",Unknown,01.01.2004,,29.12.2018,enterprise,1,5,15693
125000,125000,0,1,0,1,01.08.2012,82,16.05.2013,05.04.2013,Unique,Failed,0,01.08.2012,1,Small Investment (<2M),2,125000,259,Relationship Analytics,NJ,Hillsborough,8844,"40,477604","-74,626824",Hillsborough NJ 8844,01.08.2012,12.06.2016,,analytics,1,2,173118
2250000,9000000,1,1,0,1,01.01.2013,2510,07.04.2010,30.10.2006,Unique,Successful (Acquired),0,01.01.2013,1,Medium (2M+),2,9000000,282,Echopass Corporation,CA,Pleasanton,94566,"37,661002","-121,897829",Unknown,01.01.2000,,12.08.2018,network_hosting,4,22,17724
5365165,10730331,1,2,188,2,04.08.2010,4734,03.12.2009,08.08.2005,Unique,Successful (Acquired),1,08.02.2011,2,Medium-High (10M+),3,21460663,382,Persystent Technologies,FL,Tampa,33618,"28,0385347","-82,5068513",Unknown,01.01.2002,,05.11.2016,software,4,1,23072
6500000,0,1,,,,,1742,22.05.2007,01.01.2005,Unique,Successful (Acquired),,,,Medium-High (10M+),2,13000000,1144,ZManda,CA,Sunnyvale,94086,"37,3725243","-122,035963",Unknown,01.01.2005,,31.01.2019,software,2,5,9669
2300000,1150000,0,2,680,2,01.01.2007,0,12.11.2008,12.11.2008,Unique,Failed,1,11.11.2008,2,Medium (2M+),1,2300000,94,Planet Metrics,CA,San Bruno,94066,"37,628328","-122,420814",Unknown,01.01.2007,14.09.2019,,cleantech,1,2,13504
220666,0,0,,,,,0,14.05.2012,14.05.2012,Unique,Failed,,,,Small Investment (<2M),1,662000,172,Newfield Design,ME,West Newfield,4095,"43,643967","-70,923675",West Newfield ME 4095,01.01.2008,06.01.2015,,manufacturing,3,0,158294
5965000,5965000,1,1,0,1,01.01.2008,7648,04.09.2012,11.06.2007,Unique,Successful (Acquired),0,01.01.2008,1,Medium (2M+),4,5965000,426,FastSoft,CA,Pasadena,91105,"34,142973","-118,140553",Unknown,01.01.2006,,05.11.2017,software,1,7,25132
5685000,3790000,1,3,708,3,07.09.2008,0,23.06.2008,23.06.2008,Unique,Successful (Acquired),2,17.08.2010,3,Medium-High (10M+),1,11370000,903,Parascale,CA,Cupertino,95014,"37,316653","-122,05074",Unknown,01.01.2005,,09.05.2016,network_hosting,2,8,5485
333333,500000,1,2,668,2,01.01.2010,0,02.10.2007,02.10.2007,Unique,Successful (Acquired),1,31.10.2011,2,Small Investment (<2M),1,1000000,820,easy2comply (Dynasec),NY,New York,10005,"40,730646","-73,986614",New York NY 10005,01.01.2002,,07.04.2017,software,3,4,46901
25000,50000,0,1,0,1,27.03.2009,0,01.07.2008,01.07.2008,Unique,Failed,0,27.03.2009,1,Small Investment (<2M),1,50000,246,SendMeHome.com,CA,Santa Barbara,93101,"34,430786","-119,715074",Unknown,01.07.2008,18.06.2016,,games_video,2,2,17030
3350000,1675000,1,2,244,2,06.07.2010,2944,07.03.2011,01.03.2009,Unique,Successful (Acquired),1,07.03.2011,2,Medium (2M+),4,3350000,579,ZoomSafer,VA,Herndon,20170,"38,969532","-77,385948",Herndon VA 20170,01.01.2009,,28.04.2017,mobile,1,3,32094
74000000,0,0,,,,,11662,02.06.2009,09.11.2004,Unique,Failed,,,,High (50M+),7,74000000,1143,Sequoia Communications,CA,San Diego,92128,"32,988247","-117,080769",Unknown,01.01.2000,03.09.2015,,semiconductor,1,3,9668
16500000,4125000,1,4,924,4,15.12.2009,2247,19.01.2009,01.01.2007,Unique,Successful (Acquired),3,25.06.2012,4,Medium-High (10M+),3,16500000,1123,Geni,CA,West Hollywood,90069,"34,090368","-118,393064",Unknown,01.06.2006,,10.10.2017,web,1,13,9
2466666,22200000,0,1,0,1,01.01.2006,0,05.04.2006,05.04.2006,Unique,Failed,0,01.01.2006,1,Medium-High (10M+),1,22200000,831,Atrica,CA,Santa Clara,95054,"37,386778","-121,966277",Santa Clara CA 95054,01.01.2000,19.07.2015,,public_relations,9,10,47689
17500000,14000000,0,5,2200,5,18.09.2007,8445,03.05.2012,18.09.2007,Unique,Failed,6,27.09.2013,5,High (50M+),5,70000000,635,Nirvanix,CA,San Diego,92121,"32,877656","-117,210595",Unknown,01.07.2007,10.05.2015,,enterprise,4,22,365
